Name,BR ID,Hit streaks (old to new),No hit streaks (old to new),Avg. hit streak-length,Avg. no-hit streak-length,Current hit streak type,Current hit streak,Strikeout streaks (old to new),No strikeout streaks (old to new),Avg. strikeout streak length,Avg. no strikeout streak length,Current strikeout streak type,Current strikeout streak,Exception Message
Austin Meadows,meadoau01,"[2, 1]","[2, 1]",1.5,1.5,dry streak,1,[3],"[1, 2]",3.0,1.5,no strikeout streak,2,
Brandon Nimmo,nimmobr01,"[1, 1, 1, 1, 5, 4, 1, 1, 2, 4, 6, 5, 4, 1, 1, 3, 2, 2, 4, 5, 1, 1, 2, 3, 2, 1, 1, 1, 10, 2, 8, 7, 7]","[1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 3, 1, 2, 1, 2, 1, 1, 2, 1, 5, 1, 1]",3.0303030303030303,1.53125,hit streak,7,"[1, 2, 1, 3, 2, 3, 12, 1, 6, 3, 4, 10, 6, 4, 1, 1, 6, 1, 3, 3, 2, 1, 1, 1, 1, 4, 3, 3, 2, 4, 3, 1, 1]","[4, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 4, 2, 1, 1, 1, 1, 1, 1, 1, 4]",3.0303030303030303,1.4848484848484849,strikeout streak,1,
Corey Seager,seageco01,"[3, 1, 5, 3, 6, 5, 1, 5, 5, 3, 10, 4, 4, 4, 4, 3, 3, 2, 2, 2, 1, 6, 6]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3]",3.8260869565217392,1.1363636363636365,hit streak,6,"[3, 1, 2, 1, 7, 2, 4, 1, 1, 1, 4, 2, 1, 1, 1, 4, 1, 3, 6, 1, 1, 3, 1, 2, 1, 4, 1, 2, 1, 1]","[1, 1, 1, 2, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 3, 1, 1, 1, 3, 1, 1, 4, 1, 4]",2.1333333333333333,1.6333333333333333,strikeout streak,1,
Chris Taylor,tayloch03,"[1, 2, 2, 2, 3, 3, 1, 1, 1, 2, 1, 2, 1, 1, 3, 3, 6, 1, 3, 6, 1, 1, 2, 3, 3, 1, 1, 1, 1]","[2, 1, 4, 4, 3, 1, 2, 4, 1, 1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 4, 1, 2, 1, 3, 1, 2, 1, 1, 1]",2.0344827586206895,1.8620689655172413,hit streak,1,"[1, 8, 1, 2, 8, 1, 1, 1, 8, 1, 7, 2, 1, 2, 5, 5, 2, 4, 3, 1, 3, 4, 1, 2, 2]","[1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 3, 2, 3, 1, 2, 1, 2, 1, 1, 1, 1, 2, 2]",3.04,1.48,strikeout streak,2,
Forrest Wall,wallfo01,"[1, 1, 1]","[3, 4, 3]",1.0,3.3333333333333335,hit streak,1,[1],"[2, 10]",1.0,6.0,no strikeout streak,10,
Mike Yastrzemski,yastrmi01,"[3, 3, 2, 2, 3, 4, 1, 6, 3, 1, 1, 2, 6, 1, 1, 2, 1, 2, 6, 2, 1]","[1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 1, 1, 2, 5, 2, 6, 2, 1, 3, 3, 3, 3]",2.5238095238095237,2.1818181818181817,dry streak,3,"[3, 1, 2, 4, 1, 1, 4, 2, 5, 4, 3, 2, 4, 2, 1, 4, 4, 3, 2, 1, 1, 6, 4]","[1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 5, 1, 2, 3, 1, 3, 1, 2, 1]",2.782608695652174,1.608695652173913,no strikeout streak,1,
Fernando Tatis Jr.,tatisfe02,"[9, 3, 3, 3, 2, 3, 1, 4, 7, 5, 3, 1, 4, 6, 6, 1, 1, 1, 2, 1, 6, 1, 3, 6, 2, 7, 4]","[1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 3, 2, 1, 4, 1, 1, 4, 1]",3.5185185185185186,1.5185185185185186,hit streak,4,"[3, 1, 3, 3, 3, 1, 1, 2, 6, 2, 1, 2, 7, 6, 1, 3, 4, 5, 2, 2, 2, 5, 3, 9, 2, 2, 4, 1, 5, 1]","[1, 1, 1, 1, 2, 2, 3, 1, 1, 2, 1, 3, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2]",3.066666666666667,1.4666666666666666,no strikeout streak,2,
Sean Murphy,murphse01,"[2, 1, 3, 1, 4, 2, 3, 1, 10, 2, 4, 2, 5, 3, 1, 1, 1, 1, 3, 3, 1, 1, 2, 1, 1, 1, 1]","[2, 3, 1, 2, 2, 2, 1, 2, 3, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 2, 3]",2.259259259259259,1.6296296296296295,hit streak,1,"[1, 1, 1, 4, 1, 4, 2, 2, 1, 1, 2, 1, 1, 3, 3, 3, 9, 9, 2, 1, 3, 5, 1, 2, 2, 1]","[1, 1, 2, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 3, 1, 2, 1, 3, 1, 1, 4, 2, 1, 1]",2.5384615384615383,1.56,strikeout streak,1,
Juan Soto,sotoju01,"[1, 2, 2, 1, 2, 2, 7, 6, 1, 3, 2, 1, 1, 3, 3, 7, 5, 1, 1, 1, 1, 2, 1, 8, 1, 2, 1, 2, 1, 1, 5, 3, 1, 2, 8, 4]","[2, 1, 2, 2, 5, 2, 2, 1, 2, 2, 1, 2, 3, 2, 2, 3, 2, 2, 2, 1, 1, 2, 2, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",2.638888888888889,1.7222222222222223,hit streak,4,"[2, 1, 8, 3, 7, 1, 2, 2, 1, 1, 2, 4, 2, 3, 2, 2, 2, 1, 1, 5, 2, 2, 6, 1, 1, 1, 1, 5, 3, 1, 1, 2, 4, 1, 1, 1, 1, 7, 1, 1]","[1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 2, 2, 7, 1]",2.375,1.5897435897435896,strikeout streak,1,
Thairo Estrada,estrath01,"[7, 3, 6, 5, 7, 9, 1, 2, 1, 4, 1, 1, 1, 6, 5, 4, 8, 4, 1, 5, 1, 1]","[3, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 2, 3, 1, 2, 2, 1, 1, 1, 1, 1]",3.772727272727273,1.4545454545454546,dry streak,1,"[1, 3, 3, 1, 1, 6, 2, 1, 9, 26, 2, 7, 3, 1, 3, 7, 1, 1, 1, 4, 1]","[1, 1, 3, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 4, 1]",4.0,1.55,strikeout streak,1,
Bryce Harper,harpebr03,"[4, 3, 5, 4, 1, 3, 2, 3, 4, 1, 7, 7, 1, 4, 6, 2, 2, 1, 3, 9, 5, 1, 3, 4]","[1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 2, 1, 5, 1, 3, 1]",3.5416666666666665,1.5416666666666667,hit streak,4,"[1, 2, 1, 7, 1, 1, 6, 3, 1, 1, 2, 2, 2, 1, 2, 4, 1, 6, 7, 1, 3, 3, 2, 1, 1, 3, 3, 1, 1, 6, 2, 1]","[1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 4, 1, 1, 1, 4, 1, 1, 2, 1, 1, 2, 1, 1, 1]",2.46875,1.3870967741935485,strikeout streak,1,
Dylan Moore,mooredy01,"[1, 1, 2, 1, 2, 3, 3, 1, 1, 1, 1, 1]","[5, 9, 1, 1, 3, 1, 4, 3, 6, 3, 4, 3, 1]",1.5,3.3846153846153846,dry streak,1,"[4, 1, 2, 2, 2, 7, 4, 2, 3, 1, 2, 2, 6, 1]","[1, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 3, 1, 3, 1]",2.7857142857142856,1.5333333333333334,no strikeout streak,1,
Max Muncy,muncyma01,"[1, 1, 1, 1, 2, 2, 1, 3, 3, 1, 1, 4, 2, 3, 1, 2, 1, 1, 2, 1, 1, 1, 5, 1, 1, 2, 2, 1, 10, 1, 11, 2]","[1, 2, 2, 1, 1, 2, 1, 1, 2, 4, 1, 1, 3, 2, 1, 2, 6, 1, 1, 1, 1, 1, 3, 3, 4, 1, 1, 2, 1, 2, 1, 1]",2.25,1.78125,hit streak,2,"[1, 7, 5, 3, 1, 10, 12, 7, 1, 4, 2, 1, 6, 5, 3, 2, 1, 5, 1, 8, 10, 1, 3]","[1, 1, 3, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1]",4.304347826086956,1.3636363636363635,strikeout streak,3,
Reese McGuire,mcguire01,"[1, 1, 3, 3, 1, 3, 2, 2, 2, 1, 1, 1, 4, 1, 1, 3, 3, 1, 2]","[1, 1, 2, 2, 2, 5, 3, 2, 2, 1, 1, 2, 1, 1, 1, 4, 1, 1]",1.894736842105263,1.8333333333333333,hit streak,2,"[1, 2, 2, 1, 1, 7, 1, 1, 4, 2, 2, 1, 1, 2, 1, 1, 3, 5, 2]","[1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 3, 1, 3, 1, 1, 4, 1, 1]",2.1052631578947367,1.5263157894736843,strikeout streak,2,
Patrick Wisdom,wisdopa01,"[3, 1, 6, 1, 1, 2, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 2, 1, 1, 3]","[1, 1, 4, 1, 1, 3, 1, 1, 2, 1, 1, 5, 4, 3, 5, 1, 1, 5, 3, 1, 1, 4, 1, 1]",1.7083333333333333,2.1666666666666665,hit streak,3,"[3, 7, 4, 4, 5, 2, 7, 2, 1, 5, 3, 3, 1, 3, 1, 2, 4, 2]","[1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 2, 1, 1, 2, 2, 9, 2]",3.2777777777777777,1.8888888888888888,no strikeout streak,2,
Cal Raleigh,raleica01,"[2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 5, 1, 1, 3, 2, 2, 2, 4, 1, 1, 2, 1, 2, 6, 1, 3, 3, 2, 1, 1, 3, 3, 1, 3, 2, 2, 4, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 6, 2, 1, 1, 1, 2, 2, 2, 2, 1, 1, 3, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",1.951219512195122,1.4390243902439024,dry streak,1,"[1, 2, 18, 2, 6, 3, 2, 1, 3, 1, 3, 1, 1, 1, 1, 4, 3, 4, 6, 4, 5, 1, 5, 1, 1, 4, 4, 2, 5, 3]","[2, 1, 1, 2, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",3.2666666666666666,1.3666666666666667,strikeout streak,3,
Mike Trout,troutmi01,"[8, 2, 7, 3, 4, 3, 1, 4, 4, 1, 1, 1, 2, 2, 3, 2, 3, 3]","[1, 3, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 3, 2, 2, 2, 1]",3.0,1.5555555555555556,hit streak,3,"[1, 3, 2, 8, 4, 3, 6, 9, 4, 3, 4, 8, 1, 6]","[1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1]",4.428571428571429,1.4285714285714286,strikeout streak,6,
Mike Zunino,zuninmi01,"[3, 1, 1, 1, 3, 2, 2, 1, 1]","[1, 3, 2, 1, 3, 10, 1, 1, 2, 3]",1.6666666666666667,2.7,dry streak,3,"[1, 3, 2, 10, 7, 1, 2, 6]","[3, 1, 1, 1, 2, 1, 1]",4.0,1.4285714285714286,strikeout streak,6,
Andrew Vaughn,vaughan01,"[1, 4, 5, 3, 2, 1, 7, 5, 2, 1, 3, 8, 5, 5, 5, 1, 1, 2, 1, 7, 5, 2, 1, 1, 2, 1, 1, 3, 3, 6, 1, 2, 1]","[1, 1, 1, 1, 2, 1, 3, 3, 1, 1, 1, 5, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 3, 2, 1, 1, 1]",2.9696969696969697,1.5,hit streak,1,"[2, 1, 1, 1, 1, 2, 4, 3, 6, 1, 2, 1, 2, 1, 2, 1, 3, 1, 2, 1, 1, 2, 1, 1, 1, 4, 1, 1, 4, 7, 1, 3, 1, 4, 1, 1, 1, 1, 2, 7, 1, 3]","[2, 1, 1, 1, 2, 3, 1, 2, 1, 3, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1]",2.0714285714285716,1.4390243902439024,strikeout streak,3,
Jake Burger,burgeja01,"[2, 3, 1, 1, 1, 2, 1, 6, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 3, 1, 3, 1, 2, 13, 2, 3, 3, 2, 1, 6, 2]","[3, 1, 1, 3, 1, 1, 2, 4, 1, 1, 2, 3, 1, 2, 3, 2, 1, 1, 2, 1, 1, 3, 2, 2, 2, 1, 1, 1, 1, 2, 1, 2, 2]",2.323529411764706,1.7272727272727273,hit streak,2,"[2, 2, 2, 3, 2, 6, 1, 6, 1, 12, 2, 5, 1, 3, 2, 1, 4, 2, 1, 1, 3, 1, 1, 3, 1, 10, 1, 1, 1, 5, 2, 1, 1]","[1, 1, 1, 2, 1, 2, 1, 1, 2, 4, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1]",2.727272727272727,1.393939393939394,strikeout streak,1,
Paul DeJong,dejonpa01,"[1, 3, 2, 3, 2, 2, 3, 2, 1, 1, 1, 6, 4, 1, 2, 6, 3, 1, 1, 1, 2, 1, 1, 1, 3]","[1, 2, 1, 2, 1, 2, 6, 1, 2, 2, 1, 1, 1, 2, 3, 1, 2, 1, 1, 5, 5, 2, 8, 1, 4]",2.16,2.32,dry streak,4,"[1, 2, 2, 7, 2, 1, 8, 4, 1, 12, 1, 2, 5, 1, 3, 2, 1, 3, 11, 3, 4]","[3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 2, 1, 1, 2, 6]",3.619047619047619,1.6363636363636365,no strikeout streak,6,
Luke Raley,raleylu01,"[1, 2, 1, 2, 1, 1, 1, 2, 6, 3, 1, 3, 3, 6, 5, 1, 1, 5, 2, 2, 1, 1, 3, 1, 4, 2, 2, 2, 1]","[2, 2, 1, 1, 3, 1, 1, 1, 6, 3, 2, 1, 1, 2, 1, 1, 1, 5, 1, 3, 2, 1, 1, 1, 1, 2, 1, 2, 2]",2.2758620689655173,1.793103448275862,dry streak,2,"[1, 1, 3, 3, 12, 1, 4, 1, 2, 2, 4, 3, 7, 4, 3, 7, 8, 2, 19, 1]","[1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 2, 1, 1, 1, 2, 1, 1, 3, 1, 2, 1]",4.4,1.4285714285714286,no strikeout streak,1,
Austin Hays,haysau01,"[2, 1, 2, 5, 1, 1, 2, 7, 3, 1, 5, 1, 6, 7, 1, 2, 2, 5, 1, 2, 2, 3, 1, 2, 1, 7, 3, 5, 2, 3]","[1, 1, 4, 1, 1, 2, 1, 3, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1, 5, 1, 1, 1, 1, 2, 1, 1, 4, 5]",2.8666666666666667,1.7419354838709677,dry streak,5,"[1, 1, 3, 1, 4, 3, 2, 1, 1, 5, 3, 5, 1, 12, 3, 1, 5, 1, 4, 6, 1, 4, 4, 5, 2, 1, 1, 3, 2, 3, 5, 1]","[1, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 3, 1, 3, 2, 1, 1, 2, 2, 2, 1]",2.96875,1.4516129032258065,strikeout streak,1,
Trent Grisham,grishtr01,"[1, 5, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 4, 1, 2, 4, 5, 1, 8, 1, 1, 8, 1, 2, 1, 1, 2, 2, 1]","[1, 1, 3, 1, 1, 6, 1, 1, 4, 3, 5, 1, 2, 3, 2, 1, 1, 1, 2, 2, 1, 1, 3, 4, 4, 1, 1, 11, 1, 1, 1, 9]",2.125,2.5,dry streak,9,"[1, 1, 5, 2, 4, 8, 5, 3, 3, 1, 1, 1, 1, 2, 4, 1, 3, 1, 15, 5, 3, 4, 9, 1, 8, 1, 1, 2, 1, 4, 1]","[1, 1, 1, 3, 1, 1, 2, 1, 3, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 4]",3.2903225806451615,1.5333333333333334,strikeout streak,1,
Evan Longoria,longoev01,"[1, 3, 1, 1, 1, 1, 2, 1, 2, 1, 2, 4, 3, 1, 1, 3, 1, 1, 1, 3, 1]","[1, 1, 1, 1, 3, 2, 3, 1, 2, 1, 1, 1, 1, 5, 3, 1, 1, 1, 2, 1, 4]",1.6666666666666667,1.7619047619047619,hit streak,1,"[2, 1, 2, 5, 2, 7, 7, 4, 1, 2, 4, 3, 6, 1, 1, 1]","[2, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1]",3.0625,1.4375,strikeout streak,1,
Marcell Ozuna,ozunama01,"[1, 1, 1, 1, 4, 1, 9, 3, 1, 10, 1, 9, 5, 1, 1, 1, 1, 4, 16, 11, 6, 2, 4, 2]","[1, 3, 3, 2, 4, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 2, 4, 1, 2, 1, 1, 2, 2, 1]",4.0,1.75,hit streak,2,"[4, 2, 1, 1, 1, 1, 1, 2, 1, 2, 3, 2, 3, 1, 2, 1, 1, 2, 2, 5, 1, 7, 1, 6, 3, 9, 1, 2, 2, 2, 6, 1, 2, 2, 3]","[1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 1, 1, 1, 2, 2, 2]",2.4571428571428573,1.4857142857142858,strikeout streak,3,
Joey Gallo,gallojo01,"[1, 2, 1, 1, 5, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1]","[1, 3, 1, 2, 8, 1, 1, 1, 1, 2, 2, 3, 1, 1, 3, 1, 1, 4, 2, 2, 6, 2, 5, 2, 2, 13, 1]",1.4444444444444444,2.6666666666666665,dry streak,1,"[2, 2, 2, 2, 6, 8, 7, 7, 4, 11, 4, 4, 7, 2, 1, 2, 2, 2, 2, 3]","[2, 1, 1, 2, 2, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 4]",4.0,1.55,no strikeout streak,4,
Matt Carpenter,carpema01,"[2, 1, 1, 1, 3, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1]","[2, 1, 2, 5, 1, 1, 1, 2, 4, 1, 5, 2, 1, 9, 3, 6, 2, 2]",1.4444444444444444,2.7777777777777777,hit streak,1,"[1, 1, 4, 1, 2, 1, 10, 4, 1, 5, 1, 5, 3, 2, 1, 3, 4]","[1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 3, 1, 2, 5]",2.8823529411764706,1.588235294117647,strikeout streak,4,
William Contreras,contrwi02,"[11, 1, 4, 2, 1, 1, 1, 1, 1, 3, 2, 1, 2, 1, 4, 2, 3, 10, 3, 2, 5, 2, 3, 2, 1, 14, 5, 12]","[1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1]",3.5714285714285716,1.2962962962962963,hit streak,12,"[2, 2, 1, 1, 1, 1, 1, 2, 4, 2, 4, 1, 1, 3, 2, 1, 1, 1, 4, 3, 1, 1, 3, 3, 1, 6, 1, 1, 7, 1, 1, 1, 10, 3, 6, 2]","[2, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1]",2.388888888888889,1.4,strikeout streak,2,
Luis Torrens,torrelu01,"[1, 1, 1, 2, 2]","[1, 2, 1, 1, 3, 1]",1.4,1.5,dry streak,1,"[1, 1, 1, 1, 2]","[1, 1, 2, 2, 1, 3]",1.2,1.6666666666666667,no strikeout streak,3,
Randy Arozarena,arozara01,"[10, 3, 5, 2, 9, 2, 2, 1, 2, 4, 2, 3, 1, 1, 1, 4, 1, 3, 1, 1, 1, 1, 1, 1, 8, 2, 4, 7, 1, 1, 6, 1, 1]","[1, 1, 1, 2, 3, 2, 3, 1, 3, 1, 2, 1, 1, 1, 1, 3, 1, 3, 1, 2, 3, 6, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2]",2.8181818181818183,1.71875,hit streak,1,"[1, 2, 1, 5, 1, 2, 4, 2, 1, 2, 3, 1, 1, 2, 2, 9, 5, 3, 2, 1, 3, 5, 2, 7, 5, 1, 1, 2, 3, 6, 3, 2, 4, 5]","[1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1]",2.911764705882353,1.4,no strikeout streak,1,
Sam Huff,huffsa01,"[1, 1, 1, 1, 3, 1]","[1, 1, 4, 3, 1, 2, 1]",1.3333333333333333,1.8571428571428572,dry streak,1,"[2, 1, 1, 4, 1, 2]","[1, 1, 3, 1, 1, 1, 2]",1.8333333333333333,1.4285714285714286,no strikeout streak,2,
Julio Rodriguez,rodriju01,"[3, 1, 3, 3, 4, 1, 2, 2, 2, 3, 1, 8, 3, 2, 1, 1, 3, 3, 1, 7, 2, 1, 1, 11, 4, 1, 15, 2, 8, 2, 2]","[1, 1, 1, 2, 1, 3, 1, 3, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1]",3.3225806451612905,1.4375,dry streak,1,"[4, 7, 3, 1, 8, 5, 8, 1, 1, 8, 5, 2, 5, 1, 1, 1, 3, 2, 6, 10, 1, 1, 3, 2, 1, 1, 4, 2, 1, 1, 3, 2, 1]","[1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1]",3.1818181818181817,1.3333333333333333,no strikeout streak,1,
Ryan McMahon,mcmahry01,"[1, 2, 4, 2, 5, 1, 3, 1, 1, 4, 1, 2, 6, 3, 1, 11, 5, 1, 3, 2, 1, 2, 7, 2, 7, 2, 3, 1, 2, 1, 2]","[1, 1, 2, 3, 1, 1, 4, 1, 1, 1, 1, 4, 1, 1, 1, 4, 1, 2, 2, 2, 1, 1, 6, 1, 2, 2, 4, 2, 2, 1, 2]",2.870967741935484,1.903225806451613,dry streak,2,"[1, 8, 1, 6, 9, 3, 1, 2, 6, 15, 1, 1, 4, 1, 5, 14, 1, 13, 7, 6, 1, 3, 2, 1, 3]","[1, 1, 2, 1, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 2]",4.6,1.375,strikeout streak,3,
Jorge Soler,solerjo01,"[2, 2, 1, 2, 4, 1, 1, 1, 1, 7, 2, 2, 5, 3, 2, 6, 2, 1, 2, 8, 3, 2, 8, 3, 2, 1, 1, 1, 4, 1, 5]","[1, 1, 3, 1, 2, 1, 2, 4, 1, 1, 2, 1, 3, 3, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",2.774193548387097,1.5666666666666667,hit streak,5,"[1, 5, 1, 2, 4, 2, 3, 6, 2, 2, 3, 1, 5, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 5, 1, 7, 1, 3, 1, 2, 3, 6, 1, 5]","[1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1]",2.5294117647058822,1.3823529411764706,no strikeout streak,1,
Brandon Belt,beltbr01,"[1, 2, 1, 1, 1, 3, 2, 2, 3, 4, 1, 1, 5, 6, 2, 2, 5, 1, 2, 6, 2, 5, 2]","[5, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 2, 1, 1, 1, 2, 2]",2.608695652173913,1.608695652173913,dry streak,2,"[6, 5, 11, 2, 3, 1, 3, 7, 9, 12, 3, 6, 2, 3, 3, 1]","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1]",4.8125,1.3333333333333333,strikeout streak,1,
Aaron Judge,judgeaa01,"[4, 1, 2, 1, 2, 3, 3, 1, 9, 5, 1, 1, 2, 5, 1, 3, 2, 2, 2, 2, 2, 2, 1, 3]","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 1, 1, 4, 1, 1, 2, 3, 2, 1, 1, 4, 2, 1, 1]",2.5,1.75,dry streak,1,"[8, 5, 8, 2, 5, 4, 4, 4, 2, 2, 3, 2, 2, 2, 6, 2, 2, 4, 6, 2]","[1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 3, 1, 2, 2, 2, 1, 1, 1]",3.75,1.4210526315789473,strikeout streak,2,
Andrew McCutchen,mccutan01,"[1, 1, 3, 1, 6, 5, 1, 2, 5, 2, 1, 1, 3, 2, 3, 2, 7, 3, 3, 3, 1, 2, 1, 3, 1, 4]","[1, 2, 1, 1, 2, 3, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 4, 1, 4, 1, 1, 4, 1, 3, 2]",2.576923076923077,1.8,hit streak,4,"[1, 2, 1, 1, 2, 1, 5, 5, 2, 3, 1, 1, 3, 2, 2, 4, 4, 2, 7, 10, 14, 2, 1]","[1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 3, 2, 1, 1, 1, 2, 1, 4, 2]",3.3043478260869565,1.5,no strikeout streak,2,
Spencer Torkelson,torkesp01,"[1, 2, 1, 2, 1, 4, 2, 1, 1, 6, 1, 1, 3, 2, 1, 3, 1, 1, 6, 1, 2, 5, 8, 2, 3, 1, 1, 1, 1, 1, 3, 3, 2, 1, 5, 6, 1, 1, 2]","[1, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 1, 3, 2, 1, 1, 3, 2, 2, 3, 2, 2, 1, 1, 4, 1, 2, 1, 2, 1, 1]",2.3076923076923075,1.6153846153846154,hit streak,2,"[3, 4, 2, 2, 1, 4, 4, 1, 1, 2, 6, 10, 5, 1, 2, 3, 2, 1, 1, 4, 4, 2, 2, 3, 2, 6, 4, 1, 10, 4, 1, 11]","[1, 2, 1, 4, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2]",3.40625,1.375,strikeout streak,11,
